niche,cell_type,n_cells,mean_local_fraction,global_mean_local_fraction,log2_relative_enrichment,local_celltype_entropy,mannwhitney_u,p_greater_raw,relative_enrichment_0to1,across_niche_entropy
C7,Myoepi_ACTA2+,7285,0.01779317577959103,0.043468051895408207,-1.2886314097135863,0.639441924281353,623843630.0,2.63961032290009e-30,0.0,0.7349107874824591
C0,Myoepi_KRT15+,48154,0.0018776814681135668,0.017390292809296663,-3.2112579750255192,0.5292951322014859,2695167684.0,1.0,0.0,0.5180573327000448
C1,Myoepi_KRT15+,46693,3.443771054365952e-05,0.017390292809296663,-8.98007723310692,0.49497067188112115,1271443162.5,1.0,0.0,0.5180573327000448
C2,Myoepi_KRT15+,7309,0.14467447642077436,0.017390292809296663,3.056456293548961,0.41932808469469246,926889556.0,0.0,0.12953686766985562,0.5180573327000448
C3,Myoepi_KRT15+,6024,0.0005238115873253083,0.017390292809296663,-5.053090437206111,0.4088318714984382,383957182.0,1.0,0.0,0.5180573327000448
C4,Myoepi_KRT15+,18982,0.07779931549000116,0.017390292809296663,2.1614752375387556,0.4014060294393644,2550963814.5,0.0,0.06147814563466389,0.5180573327000448
C5,Myoepi_KRT15+,14400,0.01700176095532651,0.017390292809296663,-0.03259804317926243,0.4230207729023944,1386142905.0,0.0,0.0,0.5180573327000448
C6,Myoepi_KRT15+,17516,0.0004343828975923422,0.017390292809296663,-5.323171107927387,0.5403090957950641,1285368174.0,0.9996645357423687,0.0,0.5180573327000448
C7,Myoepi_KRT15+,7285,0.0015475092402855595,0.017390292809296663,-3.4902622943869166,0.5526979552766368,580235493.0,0.41211299621822034,0.0,0.5180573327000448
C0,Perivascular-Like,48154,0.006265039665101973,0.005334534373413255,0.2319612930656093,0.5128637466435606,2553473155.0,1.0,0.0009354957257941474,0.7904590559689004
C1,Perivascular-Like,46693,0.0021274046656191404,0.005334534373413255,-1.3262678674783788,0.4941930166969503,2685560731.0,1.0,0.0,0.7904590559689004
C2,Perivascular-Like,7309,0.0032529657768484853,0.005334534373413255,-0.7136067058195382,0.5866445595171835,532482858.5,1.0,0.0,0.7904590559689004
